"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"289","1 story 1946+","RL",75,9819,1,"None",2,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",31,3,4,"CBlock",3,3,1,4,450,1,0,432,"GasA",3,1,"SBrkr",900,0,0,900,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"2","2010","WD","Normal",11.7117763237154,1,0,-1962
"290","2 story 1945-","RL",60,8730,1,"None",3,"Lvl","Inside",2,"BrkSide","RRAn","Norm","1Fam","2Story",6,7,1915,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,698,"GasA",5,1,"FuseA",698,698,0,1396,0,0,1,0,3,1,3,7,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,259,0,0,"None","None",0,"7","2007","WD","Normal",11.9419443260321,1,1,-2001
"291","2 story 1946+","RL",120,15611,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,1079,"GasA",5,1,"SBrkr",1079,840,0,1919,0,0,2,1,3,1,4,8,7,1,4,"Attchd",2,2,4,3,2,0,51,0,0,0,0,0,"None","None",0,"7","2006","New","Partial",12.3597803701244,2.5,0,-2005
"293","1,5 story fin","RL",60,11409,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",5,4,1949,2008,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,2,292,1,0,476,"GasA",4,1,"SBrkr",1148,568,0,1716,0,0,1,1,3,1,3,8,5,1,4,"Attchd",1,1,3,3,2,0,0,0,0,160,0,0,"None","None",0,"1","2009","WD","Normal",11.7829526021833,1.5,1,-2004
"294","2 story 1946+","RL",151,16659,1,"None",2,"Lvl","Corner",2,"NWAmes","PosA","Norm","1Fam","2Story",7,7,1977,1994,"Gable","CompShg","Plywood","Plywood","BrkFace",34,3,3,"CBlock",3,3,1,5,795,1,0,0,"GasA",2,1,"SBrkr",1468,795,0,2263,1,0,2,1,3,1,4,9,7,1,3,"Attchd",3,2,3,3,2,0,250,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",12.3673407931263,3.5,1,-1993
"295","1 story 1946+","RL",80,9600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","HdBoard","HdBoard","Stone",238,3,3,"CBlock",3,3,1,6,1285,1,0,131,"GasA",3,1,"SBrkr",1644,0,0,1644,1,0,1,0,3,1,3,7,7,2,4,"Attchd",3,2,3,3,2,110,0,0,0,0,0,0,"None","None",0,"10","2009","WD","Normal",12.0257490913989,2,0,-1949
"296","split/multi level","RL",37,7937,1,"None",2,"Lvl","CulDSac",2,"Mitchel","Norm","Norm","1Fam","SLvl",6,6,1984,1984,"Gable","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,3,6,819,1,0,184,"GasA",3,1,"SBrkr",1003,0,0,1003,1,0,1,0,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,120,0,0,0,0,0,0,"GdPrv","None",0,"3","2006","WD","Normal",11.8670972786908,2,0,-1983
"297","1,5 story fin","RM",75,13710,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,4,420,1,0,490,"GasA",3,1,"FuseA",910,648,0,1558,0,0,1,1,4,1,3,6,7,0,0,"Attchd",1,1,3,3,2,289,0,0,0,0,0,0,"MnPrv","None",0,"6","2007","WD","Normal",11.9316357998284,1.5,0,-1948
"298","2 story 1946+","FV",66,7399,1,"Pave",2,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1600,4,3,"PConc",4,3,1,4,649,1,0,326,"GasA",5,1,"SBrkr",975,975,0,1950,0,0,2,1,3,1,4,7,7,1,3,"Detchd",2,2,3,3,2,0,10,0,0,198,0,0,"None","None",0,"6","2007","WD","Normal",12.3842188309136,2.5,1,-1996
"299","2 story 1946+","RL",90,11700,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Mansard","CompShg","HdBoard","AsphShn","BrkFace",365,4,3,"CBlock",3,3,1,5,384,3,175,143,"GasA",4,1,"SBrkr",1041,702,0,1743,0,1,1,2,3,1,3,7,7,1,4,"Attchd",1,2,3,3,2,224,0,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.0725412529057,2.5,0,-1966
"300","1 story 1946+","RL",80,14000,1,"None",3,"Lvl","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",6,8,1950,2004,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"CBlock",3,3,1,1,0,1,0,1092,"GasA",5,1,"SBrkr",1152,0,0,1152,0,1,1,0,3,1,4,6,7,1,4,"Attchd",1,1,3,3,2,0,36,0,0,0,0,0,"GdPrv","None",0,"8","2009","WD","Family",11.9735098722995,1.5,1,-2000
"303","1 story 1946+","RL",118,13704,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",150,4,3,"PConc",4,3,1,1,0,1,0,1541,"GasA",5,1,"SBrkr",1541,0,0,1541,0,0,2,0,3,1,4,6,7,1,3,"Attchd",2,3,3,3,2,468,81,0,0,0,0,0,"None","None",0,"1","2006","WD","Normal",12.2307652581205,2,1,-2001
"304","1 story 1946+","RL",70,9800,1,"None",3,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",3,3,1,5,894,1,0,0,"GasA",3,1,"SBrkr",894,0,0,894,1,0,1,0,3,1,3,5,7,0,0,"Attchd",1,2,3,3,2,256,0,0,0,0,0,0,"GdWo","None",0,"7","2006","WD","Abnorml",11.9177236840907,2,0,-1971
"305","2,5 story all ages","RM",87,18386,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,1470,"GasA",5,1,"SBrkr",1675,1818,0,3493,0,0,3,0,3,1,4,10,7,1,5,"Attchd",1,3,3,3,2,302,0,0,0,0,0,0,"None","None",0,"5","2008","WD","Normal",12.594730635322,3,1,-1999
"306","1 story 1946+","RL",80,10386,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","CemntBd","CmentBd","Stone",246,4,3,"PConc",4,3,1,6,1464,1,0,536,"GasA",5,1,"SBrkr",2000,0,0,2000,1,0,2,0,3,1,4,8,7,0,0,"Attchd",3,3,3,3,2,168,0,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",12.631013530139,3,1,-2003
"307","2 story 1946+","RL",116,13474,1,"None",3,"Lvl","Inside",2,"SawyerW","Feedr","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","HdBoard","Plywood","BrkFace",246,4,3,"CBlock",4,3,1,5,700,1,0,0,"GasA",4,1,"SBrkr",1122,1121,0,2243,1,0,2,1,4,1,4,8,7,1,3,"Attchd",2,3,3,3,2,127,44,224,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.3238556811866,3.5,1,-1989
"308","1,5 story fin","RM",66,7920,1,"Grvl",2,"Lvl","Inside",2,"IDOTRR","Artery","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,2,"CBlock",3,3,1,1,0,1,0,319,"GasA",3,1,"FuseA",1035,371,0,1406,0,0,1,0,3,1,2,6,7,0,0,"None",0,0,0,0,0,0,144,0,0,0,0,0,"MnPrv","None",0,"3","2008","WD","Normal",11.4019939042629,1,1,-1947
"309","1 story 1945-","RL",84,12342,1,"None",2,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,4,262,1,0,599,"GasA",5,1,"SBrkr",861,0,0,861,0,0,1,0,1,1,3,4,7,0,0,"Detchd",1,2,3,3,2,158,0,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",11.3205535723228,1,1,-1946
"310","1 story 1946+","RL",90,12378,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,4,6,1274,1,0,622,"GasA",5,1,"SBrkr",1944,0,0,1944,1,0,2,0,3,1,5,8,7,3,5,"Attchd",3,3,3,3,2,208,175,0,0,0,0,0,"None","None",0,"11","2006","WD","Normal",12.7938593104323,3,1,-2003
"311","2 story 1946+","RL",66,7685,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",112,3,3,"PConc",4,3,1,5,518,1,0,179,"GasA",4,1,"SBrkr",697,804,0,1501,0,0,2,1,3,1,4,6,7,1,3,"Attchd",3,2,3,3,2,190,63,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",12.0173305209333,2.5,1,-1993
"313","2 family conversion","RM",65,7800,1,"None",3,"Lvl","Inside",2,"OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",4,3,2,3,507,1,0,286,"GasA",3,1,"SBrkr",793,325,0,1118,1,0,1,0,3,1,3,5,7,1,4,"Detchd",1,2,3,3,2,0,0,0,0,271,0,0,"MnPrv","None",0,"5","2006","WD","Normal",11.6944133410156,2,1,-1949
"314","1 story 1946+","RL",150,215245,1,"None",0,"Low","Inside",0,"Timber","Norm","Norm","1Fam","1Story",7,5,1965,1965,"Hip","CompShg","BrkFace","BrkFace","None",0,3,3,"CBlock",4,3,4,5,1236,3,820,80,"GasW",3,1,"SBrkr",2036,0,0,2036,2,0,2,0,3,1,3,8,7,2,4,"Attchd",2,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.8346813049525,4,0,-1961
"315","2 story 1945-","RM",60,9600,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","2Story",7,7,1925,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"BrkTil",3,4,1,2,16,1,0,712,"GasA",5,1,"SBrkr",832,809,0,1641,0,1,1,1,3,1,5,6,7,1,4,"Detchd",1,2,2,3,2,0,0,234,0,0,0,0,"None","None",0,"8","2006","WD","Normal",12.0895388292742,2,1,-1989
"316","2 story 1946+","RL",71,7795,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,6,425,1,0,291,"GasA",5,1,"SBrkr",716,716,0,1432,1,0,2,1,3,1,4,6,7,1,4,"Attchd",3,2,3,3,2,100,51,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.1468532858702,3.5,1,-2001
"317","2 story 1946+","RL",94,13005,1,"None",2,"Lvl","Corner",2,"NWAmes","Norm","Norm","1Fam","2Story",7,7,1980,1980,"Gable","CompShg","CemntBd","CmentBd","BrkFace",278,4,3,"CBlock",4,3,1,6,692,1,0,153,"GasA",3,1,"SBrkr",1153,1200,0,2353,1,0,2,1,4,1,5,10,7,1,3,"Attchd",2,2,3,3,2,288,195,0,0,0,0,0,"GdPrv","None",0,"8","2009","WD","Normal",12.4684369099977,3.5,0,-1976
"318","2 story 1946+","FV",75,9000,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,1088,"GasA",5,1,"SBrkr",1088,871,0,1959,0,0,2,1,3,1,4,8,7,1,4,"Attchd",2,3,3,3,2,208,46,0,0,0,0,0,"None","None",0,"12","2007","WD","Normal",12.5061772379805,2.5,0,-2004
"319","2 story 1946+","RL",90,9900,1,"None",3,"Low","Inside",1,"NoRidge","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",256,4,3,"PConc",4,3,4,6,987,1,0,360,"GasA",5,1,"SBrkr",1372,1274,0,2646,1,0,2,1,4,1,4,9,7,1,3,"Attchd",2,3,3,3,2,340,60,144,0,0,0,0,"None","None",0,"4","2009","WD","Normal",12.4684369099977,3.5,0,-1989
"320","split/multi level","RL",84,14115,1,"None",3,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","SLvl",7,5,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",225,3,3,"CBlock",4,3,3,6,1036,1,0,336,"GasA",3,1,"SBrkr",1472,0,0,1472,1,0,2,0,3,1,3,6,7,2,3,"Attchd",1,2,3,3,2,233,48,0,0,0,0,0,"None","None",0,"6","2009","WD","Normal",12.1415341243926,3,0,-1976
"321","2 story 1946+","RL",111,16259,1,"None",3,"Lvl","Corner",2,"NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",370,3,3,"PConc",5,4,3,1,0,1,0,1249,"GasA",5,1,"SBrkr",1249,1347,0,2596,0,0,3,1,4,1,4,9,7,0,0,"Attchd",2,3,3,3,2,240,154,0,0,0,0,0,"None","None",0,"9","2006","New","Partial",12.7444443677961,3.5,0,-2005
"322","2 story 1946+","RL",99,12099,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",388,4,3,"PConc",5,3,3,6,970,1,0,166,"GasA",5,1,"SBrkr",1136,1332,0,2468,1,0,2,1,4,1,4,10,7,1,4,"BuiltIn",3,3,3,3,2,184,154,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.7770521921159,3.5,0,-2002
"323","2 story 1946+","RL",86,10380,1,"None",2,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1986,1987,"Gable","CompShg","Plywood","Plywood","BrkFace",172,4,3,"CBlock",3,3,4,2,28,5,1474,0,"GasA",5,1,"SBrkr",1553,1177,0,2730,1,0,2,1,4,1,4,8,7,1,3,"Attchd",3,2,3,3,2,201,96,0,0,0,0,0,"MnPrv","None",0,"8","2007","WD","Normal",12.614865543731,3.5,1,-1985
"326","1,5 story unf","RM",50,5000,1,"None",3,"Lvl","Inside",2,"IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,3,4,116,1,0,604,"GasA",1,0,"FuseF",803,0,0,803,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,2,3,3,2,0,0,244,0,0,0,0,"None","None",0,"12","2007","WD","Normal",11.3736633976367,1,1,-1948
"328","1 story 1946+","RL",80,11600,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",175,3,3,"CBlock",3,3,1,3,565,1,0,818,"GasA",3,1,"SBrkr",1383,0,0,1383,0,0,1,1,3,1,3,7,7,0,0,"Attchd",2,1,3,3,2,0,45,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",11.8862116747142,1.5,0,-1959
"329","2,5 story all ages","RL",84,11888,1,"Pave",2,"Bnk","Inside",2,"BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,1916,1994,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,844,"GasA",4,0,"FuseA",1445,689,0,2134,0,0,2,0,5,1,4,10,7,0,0,"Detchd",1,2,3,3,2,0,60,268,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.2760650173502,2,1,-1990
"330","2 story 1945-","RM",60,6402,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","2Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,3,3,"PConc",3,3,2,1,0,1,0,596,"GasA",3,0,"SBrkr",596,596,0,1192,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1,1,2,2,0,0,0,137,0,0,0,0,"GdWo","None",0,"7","2009","WD","Normal",11.2644641056717,1,1,-1946
"331","duplex all style/age","RL",75,10624,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","Duplex","1Story",5,4,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",84,3,3,"CBlock",3,3,1,6,40,3,264,1424,"GasA",3,1,"SBrkr",1728,0,0,1728,0,1,2,0,6,2,3,10,7,0,0,"Detchd",1,1,3,3,2,155,0,0,0,0,0,0,"None","None",0,"11","2007","WD","Normal",11.6868787720937,2.5,0,-1962
"332","1 story 1946+","RL",70,8176,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1958,1992,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,3,846,1,0,210,"GasA",2,1,"SBrkr",1056,0,0,1056,1,0,1,0,3,1,3,6,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",11.8422292121128,2,1,-1990
"334","1 story PUD 1946+","RM",59,8198,1,"None",3,"Lvl","FR3",2,"NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",146,4,3,"PConc",4,3,3,6,720,1,0,638,"GasA",5,1,"SBrkr",1358,0,0,1358,1,0,2,0,2,1,4,6,7,1,4,"Attchd",2,2,3,3,2,192,30,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.2404740722475,3,0,-2001
"335","2 story 1946+","RL",59,9042,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,4,6,828,1,0,115,"GasA",4,1,"SBrkr",943,695,0,1638,1,0,2,1,3,1,3,7,7,2,3,"Attchd",3,2,3,3,2,100,38,0,0,0,0,0,"None","None",0,"7","2008","WD","Normal",12.1652506510099,3.5,0,-1995
"337","1 story 1946+","RL",86,14157,1,"None",2,"HLS","Corner",2,"StoneBr","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","Stone",200,4,3,"PConc",5,3,4,6,1249,1,0,673,"GasA",5,1,"SBrkr",1922,0,0,1922,1,0,2,0,3,1,4,8,7,1,4,"Attchd",3,3,3,3,2,178,51,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",12.8411298019654,3,1,-2004
"338","1 story 1946+","RL",70,9135,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",113,4,3,"PConc",4,3,3,6,810,1,0,726,"GasA",5,1,"SBrkr",1536,0,0,1536,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,192,74,0,0,0,0,0,"None","None",0,"12","2008","WD","Normal",12.273731294004,3,1,-2000
"341","2 story 1946+","RL",85,14191,1,"None",3,"Lvl","Inside",2,"Timber","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,1,1,0,1,0,967,"GasA",5,1,"SBrkr",993,915,0,1908,0,0,2,1,4,1,4,9,7,0,0,"Attchd",3,2,3,3,2,135,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",12.2204685258139,2.5,0,-1997
"342","1 story 1946+","RH",60,8400,1,"None",3,"Lvl","Inside",2,"SawyerW","Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,2,2,"CBlock",3,2,1,1,0,1,0,721,"GasA",4,1,"SBrkr",841,0,0,841,0,0,1,0,2,1,3,4,7,0,0,"CarPort",1,1,3,3,0,250,0,24,0,0,0,0,"None","None",0,"9","2009","WD","Normal",11.3144745262464,1,0,-1946
"343","duplex all style/age","RL",66,8544,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","Duplex","1Story",3,4,1949,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",340,3,3,"Slab",0,0,0,0,0,0,0,0,"Wall",2,0,"FuseA",1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"5","2006","WD","Normal",11.3793940723457,2,1,-1949
"345","2 story PUD 1946+","RM",36,2592,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","TwnhsE","2Story",5,3,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,1,3,129,4,232,175,"GasA",3,1,"SBrkr",536,576,0,1112,0,0,1,1,3,1,3,4,7,0,0,"Attchd",1,1,3,3,2,182,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",11.3504065354725,1.5,0,-1971
"346","1,5 story fin","RL",65,6435,1,"None",3,"Lvl","Inside",2,"BrkSide","RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,1,1,0,1,0,972,"GasA",4,1,"SBrkr",972,605,0,1577,0,0,1,0,3,1,2,6,7,1,4,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",11.8508252535826,1,1,-1949
"347","1 story 1946+","RL",62,12772,1,"None",2,"Lvl","CulDSac",2,"NAmes","Norm","Norm","1Fam","1Story",6,8,1960,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,2,4,498,1,0,460,"GasA",3,1,"SBrkr",958,0,0,958,0,0,1,0,2,1,3,5,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"None","Gar2",15500,"4","2007","WD","Normal",11.9283409039316,1,1,-1996
"348","1 story 1946+","RL",84,17600,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",30,3,3,"CBlock",3,3,1,4,1270,1,0,208,"GasA",5,1,"FuseA",1478,0,0,1478,1,0,2,0,3,1,3,6,7,2,4,"Attchd",1,2,3,3,2,0,40,0,0,0,0,0,"None","None",0,"12","2009","WD","Normal",11.9671807372478,3,0,-1956
"349","2 story PUD 1946+","RL",36,2448,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,4,3,"PConc",4,3,1,6,573,1,0,191,"GasA",5,1,"SBrkr",764,862,0,1626,1,0,2,1,2,1,4,6,7,0,0,"BuiltIn",2,2,3,3,2,0,27,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",11.9447078813958,3.5,1,-2001
"351","1 story PUD 1946+","RL",68,7820,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2007,2007,"Hip","CompShg","MetalSd","MetalSd","BrkFace",362,5,3,"PConc",5,3,1,1,0,1,0,1869,"GasA",5,1,"SBrkr",1869,0,0,1869,0,0,2,0,2,1,5,6,7,1,4,"Attchd",2,2,3,3,2,210,54,0,0,0,0,0,"None","None",0,"12","2007","New","Partial",12.6699984672658,2,0,-2005
"353","1,5 story fin","RL",60,9084,1,"None",3,"Lvl","Inside",2,"Edwards","Artery","Norm","1Fam","1.5Fin",5,6,1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,2,2,2,236,3,380,0,"GasA",3,0,"SBrkr",616,495,0,1111,0,1,1,0,3,1,3,5,7,0,0,"Detchd",1,1,3,2,2,48,0,0,0,0,0,0,"None","None",0,"3","2008","ConLw","Normal",11.4616321705827,1.5,1,-1947
"354","1 story 1945-","RM",60,8520,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",6,8,1928,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"BrkTil",3,3,1,1,0,1,0,624,"GasA",4,1,"SBrkr",720,0,0,720,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1,2,3,3,2,106,0,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",11.5702505315895,1,1,-1998
"355","1,5 story fin","RL",60,8400,1,"None",3,"Bnk","Inside",2,"SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1940,2000,"Gable","CompShg","Wd Sdng","MetalSd","None",0,3,3,"CBlock",3,3,1,2,388,1,0,552,"GasA",5,1,"SBrkr",1192,403,0,1595,0,0,1,0,2,1,3,6,7,2,4,"Attchd",1,1,3,3,2,0,0,108,0,0,0,0,"None","None",0,"6","2006","WD","Normal",11.8493977015914,1,1,-1999
"356","1 story 1946+","RL",105,11249,1,"None",1,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",6,5,1995,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,4,4,"PConc",4,4,1,5,334,4,544,322,"GasA",5,1,"SBrkr",1200,0,0,1200,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,0,26,0,0,0,0,0,"None","None",0,"8","2007","WD","Normal",12.0867258878976,3,0,-1993
"357","1 story 1946+","RL",75,9248,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","1Story",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",106,3,3,"PConc",4,3,1,6,560,1,0,598,"GasA",4,1,"SBrkr",1167,0,0,1167,1,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,120,26,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.0610468734799,3,0,-1988
